FID,OBJECTID,HIFLD_FACILITYID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,SECURELVL,CAPACITY,Shape_Leng,SHAPE_Length,SHAPE_Area
3329,2923,10006909,HUNTINGTON PARK JAIL,6542 MILES AVE,HUNTINGTON PARK,CA,90255,NOT AVAILABLE,NOT AVAILABLE,LOCAL,OPEN,-999,LOS ANGELES,6037,USA,922140,CORRECTIONAL INSTITUTIONS,http://hppolice.org/divisions/patrol/,5/16/18,IMAGERY,5/16/18 0:00,NOT AVAILABLE,NOT AVAILABLE,22,0.001370768,163.0763001,1.04E-07
3335,2929,10005306,MARIPOSA COUNTY ADULT DETENTION FACILITY,5379 STATE HIGHWAY 49 NORTH,MARIPOSA,CA,95338,NOT AVAILABLE,(209) 966-3616,COUNTY,OPEN,51,MARIPOSA,6043,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.mariposacounty.org/index.aspx?NID=603,12/31/17,IMAGERY,2/9/18 0:00,http://www.mariposacounty.org/index.aspx?NID=603,NOT AVAILABLE,60,0.001838795,226.9523098,1.60E-07
3348,2942,10006704,MARIPOSA COUNTY JUVENILE DETENTION FACILITY,5091 BULLION STREET,MARIPOSA,CA,95338,NOT AVAILABLE,(209) 742-1288,COUNTY,OPEN,-999,MARIPOSA,6043,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.mariposacounty.org/index.aspx?NID=709,2/9/18,IMAGERY,2/9/18 0:00,http://www.mariposacounty.org/index.aspx?NID=709,JUVENILE,-999,0.001447896,176.396024,7.76E-08
3355,2949,10002311,MENDOCINO COUNTY JAIL / SHERIFF,951 LOW GAP ROAD,UKIAH,CA,95482,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,303,MENDOCINO,6045,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.bscc.ca.gov/s_fsojailprofilesurvey.php,2/12/18,IMAGERY,2/12/18 0:00,http://www.mendocinosheriff.com/index.html,NOT AVAILABLE,-999,0.00639924,798.6311823,1.57E-06
3356,2950,10000808,JOHN LATORRACA CORRECTIONAL FACILITY,2584 WEST SANDY MUSH ROAD,EL NIDO,CA,95317,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,461,MERCED,6047,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.bscc.ca.gov/s_fsojailprofilesurvey.php,2/12/18,IMAGERY/OTHER,2/12/18 0:00,http://www.co.merced.ca.us/87/Sheriffs-Department,NOT AVAILABLE,-999,0.008883805,1078.136573,3.49E-06
3357,2951,10005274,MENDOCINO COUNTY JUVENILE HALL,585 LOW GAP ROAD,UKIAH,CA,95482,NOT AVAILABLE,(707) 463-6368,COUNTY,OPEN,-999,MENDOCINO,6045,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.mendocinocounty.org/government/mendocino-sheriff/divisions/corrections-jail/,2/12/18,IMAGERY,2/12/18 0:00,https://www.mendocinocounty.org/government/mendocino-sheriff/divisions/corrections-jail/,JUVENILE,40,0.004504225,572.8028298,7.02E-07
3358,2952,10005291,NAPA COUNTY JUVENILE JUSTICE CENTER,212 WALNUT STREET,NAPA,CA,94559,NOT AVAILABLE,(707) 253-4361,COUNTY,OPEN,-999,NAPA,6055,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.countyofnapa.org/1694/Juvenile-Hall,2/12/18,IMAGERY,2/12/18 0:00,https://www.countyofnapa.org/1694/Juvenile-Hall,JUVENILE,50,0.003327857,414.824734,5.92E-07
3360,2954,10000807,MERCED COUNTY JAIL,700 WEST 22ND STREET,MERCED,CA,95340,NOT AVAILABLE,(209) 385-7410,COUNTY,OPEN,202,MERCED,6047,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.bscc.ca.gov/s_fsojailprofilesurvey.php,2/12/18,IMAGERY,2/12/18 0:00,http://www.co.merced.ca.us/2516/Sheriffs-Office,NOT AVAILABLE,-999,0.002720824,334.6401812,4.17E-07
3361,2955,10002319,NAPA COUNTY JAIL,1125 3RD STREET,NAPA,CA,94559,NOT AVAILABLE,(707) 253-4401,COUNTY,OPEN,277,NAPA,6055,USA,922140,CORRECTIONAL INSTITUTIONS,"https://services.countyofnapa.org/CJNetWeb, https://www.countyofnapa.org/251/About-Us",2/12/18,IMAGERY,2/12/18 0:00,https://www.countyofnapa.org/251/About-Us,MAXIMUM,264,0.002391459,298.5810465,3.63E-07
3366,2960,10005250,MODOC COUNTY JAIL,102 SOUTH COURT STREET,ALTURAS,CA,96101,NOT AVAILABLE,(530) 233-4416,COUNTY,OPEN,-999,MODOC,6049,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.modocsheriff.us/index.html,2/12/18,IMAGERY,2/12/18 0:00,http://www.modocsheriff.us/index.html,NOT AVAILABLE,48,0.002260706,286.6950034,2.37E-07
3367,2961,10000818,MONTEREY COUNTY JAIL / REHABILITATION FACILITY,1410 NATIVIDAD ROAD,SALINAS,CA,93906,NOT AVAILABLE,(831) 755-3782,COUNTY,OPEN,900,MONTEREY,6053,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.montereysheriff.org/corrections-bureau/,2/12/18,IMAGERY,2/12/18 0:00,https://www.montereysheriff.org/corrections-bureau/,MAXIMUM,1100,0.011000916,1372.299256,3.24E-06
3369,2963,10005295,MONO COUNTY JAIL,25 EMIGRANT STREET,BRIDGEPORT,CA,93517,NOT AVAILABLE,(760) 932-7549,COUNTY,OPEN,32,MONO,6051,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.bscc.ca.gov/s_fsojailprofilesurvey.php,2/12/18,IMAGERY,2/12/18 0:00,https://www.monosheriff.org/sheriff/page/divisions,MAXIMUM,21,0.00233634,295.8912999,3.11E-07
3370,2964,10000819,MONTEREY COUNTY JUVENILE HALL,1420 NATIVIDAD ROAD,SALINAS,CA,93906,NOT AVAILABLE,(831) 755-3981,COUNTY,OPEN,110,MONTEREY,6053,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.co.monterey.ca.us/government/departments-i-z/probation,2/15/16,IMAGERY,2/12/18 0:00,http://www.co.monterey.ca.us/government/departments-i-z/probation,JUVENILE,114,0.006947182,872.5985088,1.75E-06
3371,2965,10000820,MONTEREY COUNTY YOUTH CENTER,970 CIRCLE DR,SALINAS,CA,93905,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,-999,MONTEREY,6053,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.co.monterey.ca.us/government/departments-i-z/probation,2/15/16,IMAGERY,2/12/18 0:00,http://www.co.monterey.ca.us/government/departments-i-z/probation,JUVENILE,85,0.005634105,685.2807802,1.40E-06
3376,2970,10005284,WAYNE BROWN CORRECTIONAL FACILITY,925 MAIDU AVENUE,NEVADA CITY,CA,95959,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,197,NEVADA,6057,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.bscc.ca.gov/s_fsojailprofilesurvey.php,2/12/18,IMAGERY,2/12/18 0:00,https://www.mynevadacounty.com/150/Sheriff-Coroner-Public-Administrator,MAXIMUM,250,0.00410118,499.4516422,6.88E-07
3382,2976,10006705,CARL F. BRYAN II JUVENILE HALL,15434 STATE HIGHWAY 49,NEVADA CITY,CA,95959,NOT AVAILABLE,(530) 470-2600,COUNTY,OPEN,-999,NEVADA,6057,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.mynevadacounty.com/617/Probation,2/12/18,IMAGERY,2/12/18 0:00,https://www.mynevadacounty.com/617/Probation,JUVENILE,-999,0.003711064,467.2152742,3.79E-07
4100,5697,10000830,USP VICTORVILLE,13777 AIR EXPRESSWAY BOULEVARD,VICTORVILLE,CA,92394,NOT AVAILABLE,(760) 530-5000,FEDERAL,OPEN,1163,SAN BERNARDINO,6071,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.bop.gov/about/statistics/population_statistics.jsp, http://jayhurst.net/wp-content/uploads/2013/09/16-0216_Capacities_PP80_population_report.pdf",2/16/16,IMAGERY,9/29/17 0:00,https://www.bop.gov/locations/,MAXIMUM,960,0.016022426,2019.084395,1.56E-05
4206,5803,10005332,WEST VALLEY JUVENILE DETENTION CENTER,9478 ETIWANDA AVENUE,RANCHO CUCAMONGA,CA,91739,NOT AVAILABLE,NOT AVAILABLE,COUNTY,CLOSED,0,SAN BERNARDINO,6071,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.sbsun.com/general-news/20100629/west-valley-juvenile-hall-to-close-next-year,6/29/10,IMAGERY,2/13/18 0:00,NOT AVAILABLE,JUVENILE,182,0.006448273,785.9578003,2.21E-06
4217,5814,10005270,BUTTE COUNTY JUVENILE HALL,41 COUNTY CENTER DRIVE,OROVILLE,CA,95965,NOT AVAILABLE,(530) 538-7311,COUNTY,OPEN,-999,BUTTE,6007,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.buttecounty.net/probation/JuvenileHall.aspx,2/15/16,IMAGERY,2/8/18 0:00,http://www.buttecounty.net/probation/JuvenileHall.aspx,JUVENILE,120,0.003749407,467.463868,7.63E-07
4219,5816,10005285,FOUTS SPRINGS YOUTH FACILITY,1333 FOUTS SPRINGS ROAD,STONYFORD,CA,95979,NOT AVAILABLE,NOT AVAILABLE,COUNTY,CLOSED,0,COLUSA,6011,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.co.solano.ca.us/depts/probation/contact/fouts.asp,2/19/18,IMAGERY,2/19/18 0:00,NOT AVAILABLE,JUVENILE,-999,0.005695154,706.4836261,2.14E-06
4225,5822,10005329,CENTRAL VALLEY JUVENILE DETENTION AND ASSESMENT CENTER,900 EAST GILBERT STREET,SAN BERNARDINO,CA,92415,NOT AVAILABLE,(909) 383-1769,COUNTY,OPEN,-999,SAN BERNARDINO,6071,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.sbcounty.gov/uploads/probation/main/bureaus/JDAC.pdf,2/15/16,IMAGERY,2/13/18 0:00,http://joinprobation.org/Home.aspx,JUVENILE,280,0.010052492,1255.299035,3.80E-06
4226,5823,10006224,CAMP MENDENHALL,42230 N. LAKE HUGHES RD,LAKE HUGHES,CA,93532,NOT AVAILABLE,(661) 724-1213,COUNTY,OPEN,-999,LOS ANGELES,6037,USA,922140,CORRECTIONAL INSTITUTIONS,http://probation.lacounty.gov/wps/portal/probation/juvenile/Halls/,2/15/16,IMAGERY,2/9/18 0:00,http://probation.lacounty.gov/wps/portal/probation/juvenile/Halls/,JUVENILE,-999,0.006485322,776.8363466,2.58E-06
4227,5824,10005249,DEL NORTE JUVENILE HALL,1115 WILLIAMS DRIVE,CRESCENT CITY,CA,95531,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,-999,DEL NORTE,6015,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.co.del-norte.ca.us/system/app/pages/search?scope=search-site&q=juvenile+detention,4/18/17,IMAGERY,2/8/18 0:00,NOT AVAILABLE,JUVENILE,44,0.003256382,427.3904387,4.15E-07
4228,5825,10006229,CAMP SCUDDER,28750 BOUQUET CYN. RD.,SANTA CLARITA,CA,91390,1220,(661) 296-8811,COUNTY,OPEN,-999,LOS ANGELES,6037,USA,922140,CORRECTIONAL INSTITUTIONS,http://probation.lacounty.gov/wps/portal/probation/juvenile/Halls/,2/15/16,IMAGERY,2/9/18 0:00,http://probation.lacounty.gov/wps/portal/probation/juvenile/Halls/,JUVENILE,-999,0.007264477,883.7549219,2.98E-06
4237,5834,10006223,CAMP MUNZ,42220 N. LAKE HUGHES RD,LAKE HUGHES,CA,93532,NOT AVAILABLE,(661) 724-1211,COUNTY,OPEN,-999,LOS ANGELES,6037,USA,922140,CORRECTIONAL INSTITUTIONS,http://probation.lacounty.gov/wps/portal/probation/juvenile/Halls/,2/15/16,IMAGERY,2/9/18 0:00,http://probation.lacounty.gov/wps/portal/probation/juvenile/Halls/,JUVENILE,-999,0.007099836,856.5271483,3.02E-06
4250,5847,10006227,CAMP ROUTH,12500 BIG TUJUNGA CYN. RD.,TUJUNGA,CA,91042,NOT AVAILABLE,(818) 352-4407,COUNTY,OPEN,-999,LOS ANGELES,6037,USA,922140,CORRECTIONAL INSTITUTIONS,http://probation.lacounty.gov/wps/portal/probation/juvenile/Halls/,2/15/16,IMAGERY,2/9/18 0:00,http://probation.lacounty.gov/wps/portal/probation/juvenile/Halls/,JUVENILE,-999,0.006094418,723.7320119,1.77E-06
4251,5848,10006228,CAMP SCOTT,28700 BOUQUET CYN. RD.,SANTA CLARITA,CA,91390,1220,(661) 296-8500,COUNTY,OPEN,-999,LOS ANGELES,6037,USA,922140,CORRECTIONAL INSTITUTIONS,http://probation.lacounty.gov/wps/portal/probation/juvenile/Halls/,2/15/16,IMAGERY,2/9/18 0:00,http://probation.lacounty.gov/wps/portal/probation/juvenile/Halls/,JUVENILE,-999,0.007927862,946.5325754,3.05E-06
4253,5850,10006230,TRANSITIONAL FACILITIES,1580 MAPLE STREET,REDWOOD CITY,CA,94063,NOT AVAILABLE,(650) 363-4310,COUNTY,CLOSED,0,SAN MATEO,6081,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.smcsheriff.com/corrections-division,2/16/18,IMAGERY,2/16/18 0:00,http://www.smcsheriff.com/divisions/corrections-division/maple-street-complex-facilities,MAXIMUM,-999,0.001531856,188.7801365,1.23E-07
4257,5854,10005316,SUNNYVALE DEPARTMENT OF PUBLIC SAFETY,700 ALL AMERICA WAY,SUNNYVALE,CA,94086,NOT AVAILABLE,NOT AVAILABLE,LOCAL,NOT AVAILABLE,-999,SANTA CLARA,6085,USA,922140,CORRECTIONAL INSTITUTIONS,NOT AVAILABLE,NOT AVAILABLE,IMAGERY/OTHER,5/16/18 0:00,NOT AVAILABLE,NOT AVAILABLE,7,0.002717171,333.3528074,4.37E-07
4260,5857,10000907,MONTEREY PARK CITY JAIL,320 W NEWMARK AVE,MONTEREY PARK,CA,91754,NOT AVAILABLE,(626) 307-1245,LOCAL,OPEN,-999,LOS ANGELES,6037,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.montereypark.ca.gov/393/Police,5/16/18,IMAGERY,5/16/18 0:00,NOT AVAILABLE,NOT AVAILABLE,-999,0.002359929,281.3608391,2.93E-07
4302,5899,10006226,CAMP ROCKEY,1900 N. SYCAMORE CYN. RD,SAN DIMAS,CA,91773,NOT AVAILABLE,(909) 599-2391,COUNTY,OPEN,-999,LOS ANGELES,6037,USA,922140,CORRECTIONAL INSTITUTIONS,http://probation.lacounty.gov/wps/portal/probation/juvenile/Halls/,2/15/16,IMAGERY,2/9/18 0:00,http://probation.lacounty.gov/wps/portal/probation/juvenile/Halls/,JUVENILE,-999,0.005178952,634.320684,1.80E-06
4306,5903,10006325,SANTA ANA CITY JAIL,62 CIVIC CENTER PLAZA,SANTA ANA,CA,92701,NOT AVAILABLE,(714) 245-8100,LOCAL,OPEN,-999,ORANGE,6059,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.ci.santa-ana.ca.us/pd/jailgeneralinfo.asp,5/16/18,IMAGERY,5/16/18 0:00,NOT AVAILABLE,NOT AVAILABLE,-999,0.002531469,302.044164,3.67E-07
4310,5907,10005335,MOJAVE SUBSTATION JAIL,1771 STATE HIGHWAY 58,MOJAVE,CA,93501,NOT AVAILABLE,(661) 824-7147,COUNTY,OPEN,-999,KERN,6029,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.kernsheriff.com/substations.aspx,2/19/18,IMAGERY,2/19/18 0:00,http://www.kernsheriff.com/substations.aspx,NOT AVAILABLE,14,0.004228132,504.1711038,9.39E-07
4317,5914,10005325,KINGS COUNTY JUVENILE DETENTION CENTER,1424 FORUM DRIVE,HANFORD,CA,93230,NOT AVAILABLE,NOT AVAILABLE,COUNTY,OPEN,53,KINGS,6031,USA,922140,CORRECTIONAL INSTITUTIONS,http://countyofkings.com/home/showdocument?id=13449,2/15/16,IMAGERY,2/9/18 0:00,NOT AVAILABLE,JUVENILE,-999,0.004747115,572.8539775,8.42E-07
4329,5926,10005370,LAPD HOLLYWOOD AREA JAIL,1358 NORTH WILCOX AVENUE,LOS ANGELES,CA,90028,NOT AVAILABLE,(213) 972-2975,LOCAL,OPEN,-999,LOS ANGELES,6037,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.lapdonline.org/contact_us/content_basic_view/9672#11g,2/15/16,IMAGERY,5/16/18 0:00,NOT AVAILABLE,NOT AVAILABLE,-999,0.00205494,253.9722397,2.63E-07
4330,5927,10005368,LAPD METROPOLITAN DETENTION CENTER,180 NORTH LOS ANGELES STREET,LOS ANGELES,CA,90012,NOT AVAILABLE,(213) 356-3400,LOCAL,OPEN,-999,LOS ANGELES,6037,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.lapdonline.org/contact_us/content_basic_view/9672#11g,2/15/16,IMAGERY,5/16/18 0:00,NOT AVAILABLE,NOT AVAILABLE,-999,0.006519118,791.2717495,1.65E-06
4331,5928,10005366,PACIFIC AREA COMMUNITY JAIL,12312 CULVER BOULEVARD,LOS ANGELES,CA,90066,NOT AVAILABLE,(310) 482-6488,LOCAL,OPEN,-999,LOS ANGELES,6037,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.lapdonline.org/contact_us/content_basic_view/9672#11g,2/15/16,IMAGERY,5/16/18 0:00,NOT AVAILABLE,NOT AVAILABLE,-999,0.001767163,215.6408719,1.88E-07
4332,5929,10005364,77TH STREET REGIONAL JAIL,7600 SOUTH BROADWAY,LOS ANGELES,CA,90003,NOT AVAILABLE,(213) 473-4851,LOCAL,OPEN,-999,LOS ANGELES,6037,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.lapdonline.org/contact_us/content_basic_view/9672#11g,2/15/16,IMAGERY,5/16/18 0:00,NOT AVAILABLE,NOT AVAILABLE,-999,0.005100241,611.5420155,1.52E-06
4333,5930,10005369,LAPD FOOTHILL AREA JAIL,12760 OSBORNE STREET,PACOIMA,CA,91331,NOT AVAILABLE,(818) 756-8865,LOCAL,OPEN,-999,LOS ANGELES,6037,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.lapdonline.org/contact_us/content_basic_view/9672#11g,2/15/16,IMAGERY,5/16/18 0:00,NOT AVAILABLE,NOT AVAILABLE,-999,0.002391337,288.8337801,2.71E-07
4334,5931,10005371,LAPD VALLEY JAIL SECTION,6240 SYLMAR AVENUE,VAN NUYS,CA,91401,NOT AVAILABLE,(818) 374-9643,LOCAL,OPEN,-999,LOS ANGELES,6037,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.lapdonline.org/contact_us/content_basic_view/9672#11g,2/15/16,IMAGERY,5/16/18 0:00,NOT AVAILABLE,NOT AVAILABLE,-999,0.001618076,202.4066,1.58E-07
4342,5939,10000796,N.A. CHADERJIAN YOUTH CORRECTIONAL FACILITY,7650 SOUTH NEWCASTLE ROAD,STOCKTON,CA,95215,NOT AVAILABLE,(209) 944-6400,STATE,OPEN,216,SAN JOAQUIN,6077,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Juvenile_Justice/Research_and_Statistics/ADP_Monthly_2017.html,9/6/17,IMAGERY,10/26/17 0:00,http://www.cdcr.ca.gov/Juvenile_Justice/Facility_Locations/,JUVENILE,210,0.019400485,2421.742725,2.03E-05
4344,5941,10005283,WASHINGTON RIDGE CONSERVATION CAMP #44,11425 CONSERVATION CAMP ROAD,NEVADA CITY,CA,95959,NOT AVAILABLE,(530) 265-4623,STATE,OPEN,92,NEVADA,6057,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Conservation_Camps/,7/25/13,IMAGERY,10/26/17 0:00,http://www.cdcr.ca.gov/Conservation_Camps/,MINIMUM,100,0.008819612,1093.702656,5.05E-06
4351,5948,10006307,CAI - OCEAN VIEW,551 SOUTH 35TH STREET,SAN DIEGO,CA,92113,NOT AVAILABLE,(619) 232-8600,MULTI,OPEN,-999,SAN DIEGO,6073,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cca.com/locations,10/12/17,IMAGERY,10/12/17 0:00,http://www.cca.com/locations,MINIMUM,483,0.004370743,523.3412325,1.15E-06
4373,5970,10000898,GLENDORA CITY JAIL,150 S GLENDORA AVE,GLENDORA,CA,91741,NOT AVAILABLE,NOT AVAILABLE,LOCAL,OPEN,161,LOS ANGELES,6037,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cityofglendora.org/departments/police,5/16/18,IMAGERY,5/16/18 0:00,NOT AVAILABLE,MINIMUM,-999,0.001397013,172.8049319,1.21E-07
4410,4405,10000823,TULARE COUNTY MEN'S CORRECTIONAL FACILITY,36168  ROAD 112,VISALIA,CA,93291,NOT AVAILABLE,(559) 735-1650,COUNTY,OPEN,349,TULARE,6107,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.bscc.ca.gov/s_fsojailprofilesurvey.php,2/16/18,IMAGERY,2/16/18 0:00,http://tularecounty.ca.gov/sheriff/index.cfm/detentions1/detentions-operations/,NOT AVAILABLE,-999,0.005866501,709.1798848,1.55E-06
4454,4041,10000772,HERLONG FCI,741-925 ACCESS RD A-25,HERLONG,CA,96113,NOT AVAILABLE,(530) 827-8000,FEDERAL,OPEN,898,LASSEN,6035,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.bop.gov/about/statistics/population_statistics.jsp, http://jayhurst.net/wp-content/uploads/2013/09/16-0216_Capacities_PP80_population_report.pdf",2/16/16,IMAGERY,9/29/17 0:00,https://www.bop.gov/locations/,MEDIUM,1152,0.018473808,2420.176813,2.16E-05
4548,4135,10006220,CAMP GONZALES,1301 NORTH LAS VIRGENES ROAD,CALABASAS,CA,91302,NOT AVAILABLE,(818) 222-1192,COUNTY,OPEN,-999,LOS ANGELES,6037,USA,922140,CORRECTIONAL INSTITUTIONS,http://probation.lacounty.gov/wps/portal/probation/juvenile/Halls/,2/15/16,IMAGERY,2/9/18 0:00,http://probation.lacounty.gov/wps/portal/probation/juvenile/Halls/,JUVENILE,-999,0.005803465,699.049072,2.16E-06
4619,4206,10006439,PLACER COUNTY JUVENILE DETENTION CENTER,"11260 B AVENUE, DEWITT CENTER",AUBURN,CA,95603,NOT AVAILABLE,(530) 886-4850,COUNTY,OPEN,-999,PLACER,6061,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.placer.ca.gov/departments/probation/juvenile%20services,2/12/18,IMAGERY,2/12/18 0:00,https://www.placer.ca.gov/departments/probation/juvenile%20services,JUVENILE,-999,0.005013242,615.5638843,1.37E-06
4621,4208,10005289,EL DORADO COUNTY JAIL - SOUTH LAKE TAHOE,1051 AL TAHOE BOULEVARD,SOUTH LAKE TAHOE,CA,96150,NOT AVAILABLE,(530) 573-3031,COUNTY,OPEN,141,EL DORADO,6017,USA,922140,CORRECTIONAL INSTITUTIONS,https://appnet1.edso.org/custody/inCustody.php,2/8/18,IMAGERY,2/8/18 0:00,https://www.edcgov.us/Government/sheriff/Pages/sheriff_main_info.aspx,NOT AVAILABLE,158,0.00444174,553.3245437,8.30E-07
4626,4213,10005258,SUGAR PINE CONSERVATION CAMP #9,15905 SUGAR PINE CAMP ROAD,BELLA VISTA,CA,96008,NOT AVAILABLE,(530) 472-3027,STATE,OPEN,-999,SHASTA,6089,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Conservation_Camps/,11/1/15,IMAGERY,10/26/17 0:00,http://www.cdcr.ca.gov/Conservation_Camps/,MINIMUM,120,0.007835077,1004.201877,3.93E-06
4634,4221,10006316,FONTANA CITY JAIL,17005 UPLAND AVENUE,FONTANA,CA,92335,NOT AVAILABLE,(909) 356-7190,LOCAL,OPEN,-999,SAN BERNARDINO,6071,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.geogroup.com/Locations,5/15/18,IMAGERY,5/15/18 0:00,https://www.geogroup.com/Locations,NOT AVAILABLE,25,0.002932363,349.9854455,4.87E-07
4639,4226,10006317,GARDEN GROVE CITY JAIL,11301 ACACIA PARKWAY,GARDEN GROVE,CA,92840,NOT AVAILABLE,(714) 741-5740,LOCAL,OPEN,-999,ORANGE,6059,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.geogroup.com/Locations,5/15/18,IMAGERY,5/15/18 0:00,https://www.geogroup.com/Locations,NOT AVAILABLE,16,0.003224542,376.7581869,2.68E-07
4674,4261,10005319,OWENS VALLEY CONSERVATION CAMP #26,2781 SOUTH ROUND VALLEY ROAD,BISHOP,CA,93514,NOT AVAILABLE,(760) 387-2686,STATE,OPEN,96,INYO,6027,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Conservation_Camps/,9/19/17,IMAGERY,10/26/17 0:00,http://www.cdcr.ca.gov/Conservation_Camps/,MINIMUM,-999,0.008489471,1044.698731,3.77E-06
4675,4262,10005272,PARLIN FORK CONSERVATION CAMP #6,23000 STATE HIGHWAY 20,FORT BRAGG,CA,95437,NOT AVAILABLE,(707) 964-3766,STATE,OPEN,100,MENDOCINO,6045,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Conservation_Camps/,10/26/17,IMAGERY,10/26/17 0:00,http://www.cdcr.ca.gov/Conservation_Camps/,MINIMUM,100,0.016889635,2103.221494,7.24E-06
4676,4263,10005267,SALT CREEK CONSERVATION CAMP #7,10655 ROUND VALLEY ROAD,PASKENTA,CA,96074,NOT AVAILABLE,(530) 833-5497,STATE,OPEN,120,TEHAMA,6103,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Conservation_Camps/,10/26/17,IMAGERY,10/26/17 0:00,http://www.cdcr.ca.gov/Conservation_Camps/,MINIMUM,-999,0.008030219,1023.085132,3.80E-06
4677,4264,10005362,VENTURA CONSERVATION CAMP #46,2800 WRIGHT ROAD,CAMARILLO,CA,93010,NOT AVAILABLE,(805) 983-1332,STATE,OPEN,79,VENTURA,6111,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Conservation_Camps/,9/19/17,IMAGERY,10/26/17 0:00,http://www.cdcr.ca.gov/Conservation_Camps/,MINIMUM,110,0.004772934,579.0884885,1.16E-06
4678,4265,10005275,VALLEY VIEW CONSERVATION CAMP #34,3339 COUNTY ROAD 307,ELK CREEK,CA,95939,NOT AVAILABLE,(530) 968-5107,STATE,OPEN,107,GLENN,6021,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Conservation_Camps/,12/31/15,IMAGERY,10/26/17 0:00,http://www.cdcr.ca.gov/Conservation_Camps/,MINIMUM,115,0.005355665,659.8341841,1.76E-06
4695,4282,10000879,PUERTA LA CRUZ CONSERVATION CAMP #14,32363 STATE HIGHWAY 79,WARNER SPRINGS,CA,92086,NOT AVAILABLE,(760) 782-3547,STATE,OPEN,120,SAN DIEGO,6073,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Conservation_Camps/,10/26/17,IMAGERY,10/26/17 0:00,http://www.cdcr.ca.gov/Conservation_Camps/,MINIMUM,120,0.007268957,878.9669556,3.77E-06
4708,4295,10000811,MIRAMONTE CONSERVATION CAMP #5,49039 ORCHARD DRIVE,MIRAMONTE,CA,93641,NOT AVAILABLE,(559) 336-2312,STATE,OPEN,78,FRESNO,6019,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cdcr.ca.gov/Conservation_Camps/,9/19/17,IMAGERY,10/25/17 0:00,http://www.cdcr.ca.gov/Conservation_Camps/,MINIMUM,80,0.005378787,676.3275744,1.96E-06
